url,title,description,publish_date,duration,downloaded,subtitle_downloaded,zh-hk_downloaded,transcribed
https://www.youtube.com/watch?v=wkH7RExSJ2I,公務員及資助機構員工事務委員會會議 (2026/02/23),實時字幕由人工智能系統製作，僅供參考。發言內容應以秘書處於會後發出的逐字紀錄本為準。 \nThe real-time subtitles are produced by an AI system for reference only. The official verbatim transcript issued by the Secretariat after the meeting shall prevail.\n\n---------------------------------------------------------------------------------------------------------------------------------------------------------------\n\n公務員及資助機構員工事務委員會會議\n日　期：2026年2月23日(星期一)\n時　間：上午8時30分至10時30分\n地　點：立法會綜合大樓會議室3\n\n議程\nhttps://www.legco.gov.hk/yr2026/chinese/panels/ps/agenda/ps20260223.htm\n\nI. 自上次會議後發出的資料文件\n(上午8時30分至8時32分)\n立法會CB(3)71/2026(01)號文件(只備中文本) - 黃國議員在2026年1月30日就建議邀請政府資助機構出席事務委員會會議所發出的函件\n\nII. 下次會議的討論事項\n(上午8時32分至8時35分)\n立法會CB(3)136/2026(01)號文件 - 待議事項一覽表\n立法會CB(3)136/2026(02)號文件 - 跟進行動一覽表\n\nIII. 公務員編制、實際員額、退休、辭職、年齡分布和性別分布概況\n(上午8時35分至9時30分)\n立法會CB(3)136/2026(03)號文件 - 政府當局提供的文件\n立法會CB(3)136/2026(04)號文件 - 立法會秘書處擬備的背景資料簡介\nISSH06/2026 - 立法會秘書處資料研究組擬備的“女性任職公務員的概況”\n\nIV. 非公務員合約僱員\n(上午9時30分至10時25分)\n立法會CB(3)136/2026(05)號文件 - 政府當局提供的文件\n立法會CB(3)136/2026(06)號文件 - 立法會秘書處擬備的背景資料簡介\n立法會CB(3)147/2026(01)號文件(只備中文本) - 政府人員協會提交的意見書\n\nV. 其他事項\n(上午10時25分至10時30分),2026-02-23,01:43:11,True,False,False,True
https://www.youtube.com/watch?v=RO-WEj2RP54,衞生事務委員會會議 (2026/02/13),實時字幕由人工智能系統製作，僅供參考。發言內容應以秘書處於會後發出的逐字紀錄本為準。 \nThe real-time subtitles are produced by an AI system for reference only. The official verbatim transcript issued by the Secretariat after the meeting shall prevail.\n\n---------------------------------------------------------------------------------------------------------------------------------------------------------------\n\n衞生事務委員會會議\n日　期：2026年2月13日(星期五)\n時　間：上午10時45分至下午12時45分\n地　點：立法會綜合大樓會議室3\n\n議程\nhttps://www.legco.gov.hk/yr2026/chinese/panels/hs/agenda/hs20260213.htm\n\nI. 自上次會議後發出的資料文件\n(上午10時45分至10時47分)\n立法會CB(3)19/2026(01)號文件(只備中文本) - 林哲玄議員於2026年1月23日就《醫生註冊條例》的修訂建議(規管治療的提‍供)致醫務衞生局局長並抄送予事務委員會的函‍件\n立法會CB(3)124/2026(01)號文件\n(只備中文本)(只限委員參閱) - 教育事務委員會就梁子穎議員建議的討論事項作出的轉介\n立法會CB(3)124/2026(02)號文件\n(只備中文本)(只限委員參閱)- 福利事務委員會就陳穎欣議員、吳秋北議員、周浩鼎議員及植潔玲議員建議的討論事項作出的轉介\n\nII. 下次會議的討論事項\n(上午10時47分至10時50分)\n立法會CB(3)101/2026(01)號文件 - 待議事項一覽表\n立法會CB(3)101/2026(02)號文件 - 跟進行動一覽表\n\nIII. 在事務委員會轄下成立中醫藥發展事宜小組委員會的建議\n(上午10時50分至10時55分)\n立法會CB(3)118/2026(01)號文件(只備中文本) - 陳永光議員2026年1月21日的函件\n\nIV. 中醫藥發展\n(上午10時55分至11時45分)\n立法會CB(3)101/2026(03)號文件 - 政府當局提供的文件\n立法會CB(3)101/2026(04)號文件 - 立法會秘書處擬備的背景資料簡介\n\nV. 香港醫務委員會改革的立法修訂建議及相關措施\n(上午11時45分至下午12時40分)\n立法會CB(3)101/2026(05)號文件 - 政府當局提供的文件\n立法會CB(3)112/2026(01)號文件 - 立法會秘書處擬備的背景資料簡介\n立法會CB(3)126/2026(01)號文件(只備中文本) - 香港社區組織協會提交的意見書\n\nVI. 其他事項\n(下午12時40分至12時45分),2026-02-13,02:24:31,True,False,False,True
https://www.youtube.com/watch?v=Ntqlr9L8bts,政制事務委員會會議 (2026/02/13),實時字幕由人工智能系統製作，僅供參考。發言內容應以秘書處於會後發出的逐字紀錄本為準。 \nThe real-time subtitles are produced by an AI system for reference only. The official verbatim transcript issued by the Secretariat after the meeting shall prevail.\n\n---------------------------------------------------------------------------------------------------------------------------------------------------------------\n\n政制事務委員會會議\n日　期：2026年2月13日(星期五)\n時　間：上午8時30分至10時30分\n地　點：立法會綜合大樓會議室3\n\n議程\nhttps://www.legco.gov.hk/yr2026/chinese/panels/ca/agenda/ca20260213.htm\n\nI. 自上次會議後發出的資料文件\n(上午8時30分至8時32分)\n自上次會議舉行至今並無發出任何資料文件\n\nII. 下次會議的討論事項\n(上午8時32分至8時35分)\n立法會CB(2)196/2026(01)號文件 - 待議事項一覽表\n\nIII. 香港個人資料私隱專員公署2025年工作報告\n(上午8時35分至9時30分)\n立法會CB(2)196/2026(02)號文件 - 個人資料私隱專員公署提供的文件\n立法會CB(2)196/2026(03)號文件 - 立法會秘書處擬備的背景資料簡介\n\nIV. 政制及內地事務局有關推進粵港澳大灣區建設及與內地區域合作的政策措施\n(上午9時30分至10時25分)\n立法會CB(2)196/2026(04)號文件 - 政府當局提供的文件\n立法會CB(2)196/2026(05)及(06)號文件 - 立法會秘書處擬備的背景資料簡介\n\nV. 其他事項\n(上午10時25分至10時30分),2026-02-13,01:51:23,True,False,False,True
https://www.youtube.com/watch?v=J-ajS2LNnfs,財務委員會會議(2026/02/13),實時字幕由人工智能系統製作，僅供參考。發言內容應以秘書處於會後發出的逐字紀錄本為準。 \nThe real-time subtitles are produced by an AI system for reference only. The official verbatim transcript issued by the Secretariat after the meeting shall prevail.\n\n------------------------------------------------------------------------------------------------------------------------------------------------------- \n\n現場直播可能會出現延遲。\nThere might be a delay in live broadcast.,2026-02-13,01:00:21,True,False,False,True
https://www.youtube.com/watch?v=rIa-Qb8EYsA,“與立法會議員暢談”計劃—立法會綜合大樓午間音樂表演 (2026/02/06),,2026-02-13,00:01:13,True,False,False,True
https://www.youtube.com/watch?v=j9nPkQ9t_TY,財務委員會會議 (2026/02/13),實時字幕由人工智能系統製作，僅供參考。發言內容應以秘書處於會後發出的逐字紀錄本為準。 \nThe real-time subtitles are produced by an AI system for reference only. The official verbatim transcript issued by the Secretariat after the meeting shall prevail.\n\n---------------------------------------------------------------------------------------------------------------------------------------------------------------\n\n財務委員會會議\n日　期：2026年2月13日(星期五)\n時　間：下午2時30分至4時30分\n地　點：立法會綜合大樓會議室1\n\n金錢利益：\n請參閱立法會議事規則第83A條及84條有關披露金錢利益及在有直接金錢利益的情況下表決的規則。\n\n議程\nhttps://www.legco.gov.hk/yr2026/chinese/fc/fc/agenda/fc20260213.htm\n\nI. 按年調整社會保障金額\n(FCR(2025-26)51)\n其他委員會的討論\n福利事務委員會(以傳閱方式),2026-02-13,00:47:40,True,False,False,True
https://www.youtube.com/watch?v=7_kN7oULP7w,與推行積金易平台有關的5項附屬法例小組委員會會議 (2026/02/12),實時字幕由人工智能系統製作，僅供參考。發言內容應以秘書處於會後發出的逐字紀錄本為準。 \nThe real-time subtitles are produced by an AI system for reference only. The official verbatim transcript issued by the Secretariat after the meeting shall prevail.\n\n---------------------------------------------------------------------------------------------------------------------------------------------------------------\n\n與推行積金易平台有關的5項附屬法例小組委員會會議\n日　期：2026年2月12日(星期四)\n時　間：上午9時30分至中午12時\n地　點：立法會綜合大樓會議室3\n\n議程\nhttps://www.legco.gov.hk/yr2026/chinese/hc/sub_leg/sc01/agenda/sc0120260212.htm\n\nI. 與政府當局舉行會議\n(上午9時30分至11時55分)\n檔號：MPF/2/1/47C - 立法會參考資料摘要\n2026年第8號法律公告(於2026年1月23日在憲報刊登) - 2026年〈2021年強制性公積金計劃(修訂)條例〉(生效日期)公告》\n2026年第9號法律公告(於2026年1月23日在憲報刊登) - 《2026年強制性公積金計劃(為施行第19U(4)條指定日期)(修訂)公告》\n2026年第10號法律公告(於2026年1月23日在憲報刊登) - 《2026年強制性公積金計劃(為施行第19Y(3)條指定日期)(修訂)公告》\n2026年第11號法律公告(於2026年1月23日在憲報刊登) - 《2026年強制性公積金計劃(為施行第19Z(4)條指定日期)(修訂)公告》\n2026年第12號法律公告(於2026年1月23日在憲報刊登) - 《2026年強制性公積金計劃(為施行第19M(2)(a)條指明日期)(修訂)公告》\n立法會LS3/2026號文件 - 法律事務部報告\n立法會CB(1)138/2026(01)號文件 - 立法會秘書處擬備的背景資料簡介\n立法會CB(1)154/2026(01)號文件 - 政府當局提供的電腦投影片資料\n立法會CB(1)137/2026(01)號文件(只限委員參閱) - 法律事務部擬備《2026年強制性公積金計劃(為施行第19U(4)條指定日期)(修訂)公告》修訂的相關條文的標明修訂事項文本\n立法會CB(1)137/2026(02)號文件(只限委員參閱) - 法律事務部擬備《2026年強制性公積金計劃(為施行第19Y(3)條指定日期)(修訂)公告》修訂的相關條文的標明修訂事項文本\n立法會CB(1)137/2026(03)號文件(只限委員參閱) - 法律事務部擬備《2026年強制性公積金計劃(為施行第19Z(4)條指定日期)(修訂)公告》修訂的相關條文的標明修訂事項文本\n立法會CB(1)137/2026(04)號文件(只限委員參閱) - 法律事務部擬備《2026年強制性公積金計劃(為施行第19M(2)(a)條指明日期)(修訂)公告》修訂的相關條文的標明修訂事項文本\n\nII. 其他事項\n(上午11時55分至中午12時),2026-02-12,02:42:34,True,False,False,True
https://www.youtube.com/watch?v=5M4Nu4FDsGU,交通事務委員會會議 (2026/02/11),實時字幕由人工智能系統製作，僅供參考。發言內容應以秘書處於會後發出的逐字紀錄本為準。 \nThe real-time subtitles are produced by an AI system for reference only. The official verbatim transcript issued by the Secretariat after the meeting shall prevail.\n\n---------------------------------------------------------------------------------------------------------------------------------------------------------------\n\n交通事務委員會會議\n日　期：2026年2月11日(星期三)\n時　間：上午8時30分至10時30分\n地　點：立法會綜合大樓會議室1\n\n議程\nhttps://www.legco.gov.hk/yr2026/chinese/panels/tp/agenda/tp20260211.htm\n\nI. 自上次會議後發出的資料文件\n(上午8時30分至8時32分)\n無\n\nII. 下次會議的討論事項\n(上午8時32分至8時35分)\n立法會CB(3)89/2026(01)號文件 - 待議事項一覽表\n\nIII. 在事務委員會轄下成立鐵路事宜小組委員會的建議\n(上午8時35分至8時40分)\n\nIV. 《運輸策略藍圖》\n(上午8時40分至9時35分)\n《運輸策略藍圖》\n立法會CB(3)89/2026(04)號文件 - 政府當局提供的文件\n\nV. 6101TX – “人人暢道通行”計劃\n(上午9時35分至10時30分)\n立法會CB(3)89/2026(02)號文件 - 政府當局提供的文件\n立法會CB(3)89/2026(03)號文件 - 立法會秘書處擬備的背景資料簡介\n\nVI. 其他事項\n(上午10時30分),2026-02-11,02:35:43,True,False,False,True
https://www.youtube.com/watch?v=HN7faxIs0VE,發展事務委員會會議 (2026/02/11),實時字幕由人工智能系統製作，僅供參考。發言內容應以秘書處於會後發出的逐字紀錄本為準。 \nThe real-time subtitles are produced by an AI system for reference only. The official verbatim transcript issued by the Secretariat after the meeting shall prevail.\n\n---------------------------------------------------------------------------------------------------------------------------------------------------------------\n\n發展事務委員會會議\n日　期：2026年2月11日(星期三)\n時　間：下午2時30分至4時45分\n地　點：立法會綜合大樓會議室1\n\n議程\nhttps://www.legco.gov.hk/yr2026/chinese/panels/dev/agenda/dev20260211.htm\n\nI. 自上次會議後發出的資料文件\n立法會CB(1)77/2026(01)號文件(只備中文本)- 郭芙蓉議員於2026年1月27日就事務委員會的建議討論事項發出的函件\n立法會CB(1)78/2026(01)號文件(只備中文本) -陳曼琪議員於2026年1月28日就事務委員會的建議討論事項發出的函件\n\nII. 下次會議的討論事項\n(下午2時30分至2時35分)\n立法會CB(1)110/2026(01)號文件 - 待議事項一覽表\n\nIII. 在事務委員會轄下成立北部都會區發展事宜小組委員會的建議\n(下午2時35分至2時40分)\n立法會CB(1)134/2026(01)號文件(只備中文本) - 霍啟剛議員2026年2月6日的函件\n\nIV. 靈活土地發展策略，精簡相關管制程序\n(下午2時40分至3時40分)\n立法會CB(1)110/2026(02)號文件 - 政府當局提供的文件\n立法會CB(1)110/2026(03)號文件 - 立法會秘書處擬備的背景資料簡介\n\nV. 2026-2027年度基本工程儲備基金整體撥款\n(下午3時40分至4時40分)\n立法會CB(1)110/2026(04)號文件 - 政府當局提供的文件\n立法會CB(1)110/2026(05)號文件 - 政府當局提交有關基本工程儲備基金整體撥款分目項下擬支用2026-2027年度撥款的項目一覽表\n\nVI. 其他事項\n(下午4時40分至4時45分),2026-02-11,02:28:17,True,False,False,True
https://www.youtube.com/watch?v=8LG02CKbsJQ,資訊科技及廣播事務委員會會議 (2026/02/11),實時字幕由人工智能系統製作，僅供參考。發言內容應以秘書處於會後發出的逐字紀錄本為準。 \nThe real-time subtitles are produced by an AI system for reference only. The official verbatim transcript issued by the Secretariat after the meeting shall prevail.\n\n---------------------------------------------------------------------------------------------------------------------------------------------------------------\n\n資訊科技及廣播事務委員會會議\n日　期：2026年2月11日(星期三)\n時　間：上午10時45分至11時45分\n地　點：立法會綜合大樓會議室3\n\n議程\nhttps://www.legco.gov.hk/yr2026/chinese/panels/itb/agenda/itb20260211.htm\n\nI. 自上次會議後發出的資料文件\n(上午10時45分至10時47分)\n無\n\nII. 下次會議的討論事項\n(上午10時47分至10時50分)\n立法會CB(2)177/2026(01)號文件 - 待議事項一覽表\n立法會CB(2)177/2026(02)號文件 - 跟進行動一覽表\n\nIII. 基本工程儲備基金總目710電腦化計劃分目A007GX(整體撥款) —— 新行政工作電腦系統：2026-2027年度預算開支\n(上午10時50分至11時40分)\n立法會CB(2)177/2026(03)號文件 - 政府當局提供的文件\n\nIV. 其他事項\n(上午11時40分至11時45分),2026-02-11,01:18:27,True,False,False,True
